image_path,hand_detected,num_hands,x_min,y_min,x_max,y_max,landmark_points,crop_path,review_flag,label_name,label_id,user_id
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1063 flip.jpg,True,2,0,64,145,200,"[[76.87, 186.9], [94.23, 172.22], [105.01, 151.82], [113.81, 137.12], [125.15, 127.38], [73.85, 131.92], [64.52, 109.09], [57.5, 95.96], [50.64, 84.89], [60.06, 137.45], [45.44, 114.49], [36.15, 100.25], [26.97, 89.22], [50.97, 148.56], [34.21, 133.95], [23.46, 125.02], [13.4, 118.12], [45.58, 162.74], [29.9, 158.19], [19.51, 155.72], [9.82, 153.54]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1063 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1063.jpg,True,2,52,65,200,200,"[[120.17, 185.43], [105.01, 168.26], [94.81, 149.69], [84.41, 136.6], [72.49, 127.79], [124.83, 131.3], [135.07, 109.38], [142.55, 96.18], [149.75, 85.25], [138.38, 137.69], [153.28, 115.13], [162.72, 101.24], [171.63, 90.28], [147.4, 149.34], [165.45, 134.35], [176.56, 125.52], [186.55, 118.02], [152.53, 163.82], [169.61, 159.42], [180.85, 158.04], [191.21, 156.09]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1063.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1064 flip.jpg,True,2,0,63,145,200,"[[76.28, 186.02], [94.27, 171.48], [105.03, 150.98], [113.61, 136.12], [125.02, 126.26], [73.81, 131.12], [64.25, 108.36], [57.22, 94.79], [50.37, 83.49], [59.99, 136.75], [45.3, 113.65], [36.13, 99.31], [27.11, 88.02], [50.83, 147.95], [33.74, 132.54], [22.91, 123.18], [12.95, 115.71], [45.39, 162.2], [29.57, 156.85], [19.22, 153.77], [9.66, 150.91]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1064 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1064.jpg,True,2,53,63,200,200,"[[120.89, 185.15], [105.85, 168.2], [95.58, 149.77], [85.35, 136.38], [73.63, 127.19], [125.05, 130.43], [135.29, 108.07], [142.59, 94.69], [149.6, 83.64], [138.61, 136.73], [153.6, 114.17], [163.07, 100.18], [171.77, 89.12], [147.67, 148.22], [165.81, 133.18], [177.14, 124.21], [186.96, 116.69], [152.81, 162.58], [170.02, 158.17], [181.28, 156.38], [191.42, 154.05]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1064.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1065 flip.jpg,True,2,0,62,145,200,"[[74.87, 185.53], [93.36, 171.06], [104.56, 150.39], [113.51, 135.33], [125.38, 126.03], [72.87, 129.6], [63.34, 107.25], [56.19, 94.19], [49.34, 82.93], [58.8, 135.32], [43.51, 112.82], [34.08, 98.89], [25.11, 88.14], [49.73, 146.4], [32.88, 131.78], [22.4, 122.76], [12.63, 115.91], [44.36, 160.6], [28.37, 156.01], [17.85, 153.22], [8.32, 150.54]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1065 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1065.jpg,True,2,53,63,200,200,"[[121.28, 185.05], [106.03, 167.76], [95.62, 149.13], [85.08, 136.23], [73.05, 127.37], [125.87, 129.67], [135.91, 107.66], [143.15, 94.45], [150.07, 83.37], [139.48, 136.02], [154.32, 113.63], [163.72, 99.38], [172.44, 87.95], [148.48, 147.55], [166.54, 132.51], [177.69, 123.5], [187.56, 115.81], [153.53, 161.99], [170.46, 157.5], [181.54, 155.58], [191.62, 153.08]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1065.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1066 flip.jpg,True,2,0,62,145,200,"[[73.71, 184.87], [92.45, 170.55], [104.27, 150.0], [113.47, 134.97], [125.48, 125.46], [72.6, 129.66], [63.36, 106.91], [56.29, 93.71], [49.41, 82.37], [58.46, 135.23], [43.48, 112.39], [34.07, 98.2], [25.11, 87.33], [49.31, 146.17], [32.62, 131.05], [22.12, 121.77], [12.42, 114.89], [43.96, 160.23], [28.0, 155.34], [17.35, 152.41], [7.83, 149.81]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1066 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1066.jpg,True,2,53,62,200,200,"[[121.97, 184.21], [106.27, 167.02], [95.76, 148.65], [85.38, 135.5], [73.58, 126.44], [126.12, 129.34], [136.2, 107.21], [143.64, 93.86], [150.69, 82.85], [139.72, 135.67], [154.55, 113.38], [164.09, 99.12], [172.91, 87.8], [148.75, 147.04], [166.84, 131.84], [178.31, 122.9], [188.32, 115.3], [153.8, 161.33], [170.78, 156.86], [181.94, 154.84], [192.04, 152.27]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1066.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1067 flip.jpg,True,2,0,61,145,200,"[[75.59, 184.07], [93.24, 169.52], [104.2, 148.81], [113.47, 134.04], [125.54, 125.05], [73.41, 129.34], [63.79, 106.73], [56.9, 93.31], [50.08, 81.84], [59.36, 134.66], [44.73, 111.33], [35.59, 97.05], [26.54, 85.74], [50.0, 145.63], [33.02, 129.92], [22.24, 120.21], [12.23, 112.45], [44.32, 159.86], [27.99, 154.62], [17.46, 151.4], [7.71, 148.34]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1067 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1067.jpg,True,2,53,61,200,200,"[[121.14, 182.92], [106.18, 166.09], [95.72, 147.88], [85.29, 134.95], [73.45, 126.04], [125.63, 128.46], [135.9, 106.39], [143.33, 92.93], [150.46, 81.87], [139.27, 134.65], [153.97, 112.52], [163.48, 98.34], [172.3, 87.01], [148.4, 146.02], [166.43, 130.96], [177.79, 121.78], [187.66, 113.97], [153.54, 160.43], [170.46, 156.31], [181.51, 154.29], [191.51, 151.69]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1067.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1068 flip.jpg,True,2,0,60,144,200,"[[76.41, 183.13], [93.98, 168.96], [104.57, 148.81], [113.21, 134.36], [124.88, 125.53], [73.09, 128.58], [63.7, 105.63], [56.84, 92.15], [50.11, 80.74], [58.99, 133.98], [44.67, 110.56], [35.45, 96.36], [26.34, 85.18], [49.74, 145.08], [32.78, 129.13], [21.68, 119.18], [11.49, 111.28], [44.35, 159.45], [28.01, 154.4], [17.33, 151.02], [7.65, 147.78]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1068 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1068.jpg,True,2,52,61,200,200,"[[121.51, 182.75], [106.33, 165.83], [95.74, 147.51], [85.13, 134.84], [72.91, 126.17], [125.51, 128.11], [135.5, 105.88], [142.77, 92.27], [149.78, 81.05], [139.34, 134.21], [154.03, 111.52], [163.61, 97.29], [172.6, 86.07], [148.54, 145.59], [166.37, 130.27], [177.68, 120.96], [187.57, 113.16], [153.74, 160.07], [170.56, 155.93], [181.59, 153.97], [191.6, 151.47]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1068.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1069 flip.jpg,True,2,0,59,145,200,"[[75.77, 182.25], [93.3, 168.28], [103.84, 147.78], [113.12, 133.28], [125.4, 124.82], [73.12, 128.13], [63.69, 105.04], [56.81, 91.33], [50.05, 79.85], [59.08, 133.52], [44.86, 110.24], [35.49, 95.91], [26.16, 84.56], [49.74, 144.69], [32.56, 128.67], [21.44, 118.7], [11.23, 110.67], [44.24, 159.06], [28.02, 153.9], [17.41, 150.6], [7.78, 147.49]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1069 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1069.jpg,True,2,53,60,200,200,"[[121.85, 181.89], [106.76, 165.14], [96.2, 147.02], [85.59, 134.32], [73.52, 125.63], [126.03, 127.55], [136.02, 105.34], [143.28, 91.61], [150.36, 80.33], [139.63, 133.66], [154.03, 111.01], [163.52, 96.64], [172.57, 85.14], [148.73, 145.05], [166.61, 129.76], [177.89, 120.55], [187.74, 112.72], [153.83, 159.56], [170.73, 155.37], [181.71, 153.35], [191.71, 150.73]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1069.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1070 flip.jpg,True,2,0,58,144,200,"[[75.94, 181.52], [93.37, 167.36], [103.77, 146.96], [112.83, 132.64], [124.72, 124.34], [72.77, 127.04], [63.3, 103.86], [56.4, 90.06], [49.63, 78.54], [58.88, 132.65], [44.35, 109.51], [34.9, 95.25], [25.57, 83.96], [49.67, 143.98], [32.41, 128.12], [21.35, 118.2], [11.11, 110.26], [44.23, 158.53], [27.87, 153.63], [17.17, 150.19], [7.44, 146.92]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1070 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1070.jpg,True,2,53,59,200,200,"[[122.01, 180.85], [107.11, 164.19], [96.39, 146.24], [85.75, 133.68], [73.44, 124.97], [125.93, 126.68], [136.3, 104.41], [143.81, 90.73], [151.04, 79.48], [139.63, 132.88], [154.31, 110.29], [164.01, 95.94], [173.2, 84.36], [148.71, 144.38], [166.58, 129.33], [177.98, 120.01], [187.9, 112.01], [153.83, 158.95], [170.6, 154.97], [181.49, 152.95], [191.36, 150.28]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1070.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1071 flip.jpg,True,2,0,58,144,200,"[[75.07, 180.97], [92.94, 167.02], [103.88, 146.34], [112.75, 131.64], [124.93, 122.99], [72.7, 126.27], [63.05, 103.53], [56.17, 89.82], [49.58, 78.15], [58.7, 131.91], [44.04, 108.58], [34.97, 94.32], [26.12, 82.99], [49.48, 143.21], [32.35, 127.45], [21.31, 117.62], [11.19, 109.71], [43.88, 157.67], [27.62, 152.7], [16.89, 149.53], [7.12, 146.42]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1071 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1071.jpg,True,2,54,59,200,200,"[[123.2, 180.59], [107.34, 163.8], [96.79, 145.36], [86.37, 132.23], [74.34, 123.32], [126.53, 125.87], [136.57, 103.66], [144.1, 90.27], [151.22, 79.17], [140.25, 132.1], [155.01, 109.58], [164.79, 95.22], [173.91, 83.81], [149.34, 143.49], [167.26, 128.35], [178.76, 119.43], [188.78, 111.79], [154.39, 157.93], [171.0, 153.8], [182.03, 151.9], [192.09, 149.45]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1071.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1072 flip.jpg,True,2,0,56,145,199,"[[75.21, 179.27], [93.14, 165.29], [103.84, 144.81], [112.96, 130.33], [125.28, 121.96], [72.67, 125.19], [63.16, 102.13], [56.26, 88.07], [49.6, 76.24], [58.73, 130.68], [44.37, 107.53], [34.96, 93.05], [25.77, 81.5], [49.43, 141.92], [32.41, 125.74], [21.02, 115.67], [10.64, 107.67], [43.99, 156.41], [27.47, 151.53], [16.65, 147.96], [6.97, 144.61]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1072 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1072.jpg,True,2,54,57,200,198,"[[122.44, 178.99], [107.32, 162.26], [96.89, 144.16], [86.4, 131.36], [74.31, 122.61], [126.3, 124.45], [136.27, 102.32], [143.78, 88.72], [151.12, 77.52], [139.98, 130.6], [154.38, 108.05], [163.97, 93.55], [173.08, 81.84], [149.07, 142.08], [166.86, 126.9], [178.16, 117.55], [187.97, 109.46], [154.18, 156.7], [170.99, 152.54], [181.98, 150.17], [192.0, 147.09]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1072.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1073 flip.jpg,True,2,0,54,145,197,"[[76.13, 177.39], [93.53, 163.12], [103.5, 142.74], [113.0, 128.35], [125.85, 120.61], [72.87, 123.18], [63.28, 100.49], [56.29, 86.32], [49.39, 74.57], [58.75, 128.96], [44.07, 106.26], [34.58, 92.06], [25.37, 80.71], [49.33, 140.45], [32.44, 124.48], [21.51, 114.68], [11.56, 106.73], [44.06, 155.02], [27.77, 150.13], [17.33, 146.59], [8.04, 143.24]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1073 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1073.jpg,True,2,53,55,200,197,"[[122.5, 177.56], [107.52, 160.78], [96.68, 142.59], [85.92, 129.94], [73.38, 121.33], [125.82, 122.92], [136.19, 100.17], [143.74, 86.4], [151.04, 75.11], [139.37, 129.0], [153.69, 106.07], [163.4, 91.54], [172.71, 79.77], [148.53, 140.48], [166.38, 125.19], [177.66, 115.68], [187.44, 107.51], [153.96, 155.04], [170.88, 150.5], [181.79, 147.84], [191.62, 144.55]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1073.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1074 flip.jpg,True,2,0,52,144,194,"[[77.51, 175.0], [93.9, 161.18], [103.14, 141.43], [112.38, 127.36], [124.8, 119.14], [72.72, 120.94], [63.31, 98.64], [56.58, 84.63], [50.01, 72.88], [58.79, 126.5], [44.81, 103.75], [35.86, 89.39], [27.15, 78.14], [49.61, 137.94], [32.99, 121.78], [22.02, 112.23], [12.12, 104.52], [44.54, 152.75], [28.24, 147.85], [17.47, 144.46], [7.87, 141.25]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1074 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A1074.jpg,True,2,53,53,200,195,"[[122.27, 175.05], [107.31, 158.57], [96.47, 140.81], [85.89, 128.33], [73.27, 119.69], [125.7, 120.27], [135.93, 97.86], [143.47, 84.28], [150.78, 73.19], [139.23, 126.26], [153.44, 103.55], [163.16, 89.29], [172.5, 77.81], [148.43, 137.7], [166.19, 122.38], [177.36, 113.07], [186.92, 105.15], [153.97, 152.3], [170.89, 147.67], [181.74, 145.17], [191.52, 142.1]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A1074.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A255.jpg,True,2,39,32,182,162,"[[102.8, 142.16], [89.71, 127.53], [80.21, 112.68], [71.04, 100.99], [59.78, 93.31], [106.39, 93.93], [116.71, 74.25], [124.11, 62.02], [130.7, 52.51], [118.84, 100.62], [132.79, 81.25], [141.93, 69.55], [150.1, 60.42], [127.37, 112.01], [143.21, 98.66], [153.02, 91.39], [161.18, 85.49], [132.02, 125.84], [146.71, 120.58], [155.6, 118.14], [162.98, 115.84]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A255.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A256.jpg,True,2,39,32,182,162,"[[102.8, 142.16], [89.71, 127.53], [80.21, 112.68], [71.04, 100.99], [59.78, 93.31], [106.39, 93.93], [116.71, 74.25], [124.11, 62.02], [130.7, 52.51], [118.84, 100.62], [132.79, 81.25], [141.93, 69.55], [150.1, 60.42], [127.37, 112.01], [143.21, 98.66], [153.02, 91.39], [161.18, 85.49], [132.02, 125.84], [146.71, 120.58], [155.6, 118.14], [162.98, 115.84]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A256.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A332.jpg,True,2,33,81,173,200,"[[79.49, 185.49], [71.12, 168.81], [67.52, 149.53], [62.44, 135.78], [53.57, 127.42], [98.31, 135.69], [108.98, 119.07], [116.07, 109.26], [121.92, 101.74], [109.16, 141.25], [124.81, 124.54], [134.53, 114.66], [142.62, 107.22], [115.85, 150.98], [134.25, 138.69], [145.02, 131.61], [153.42, 126.06], [118.82, 163.4], [134.34, 160.52], [144.55, 158.8], [153.33, 157.08]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A332.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A333.jpg,True,2,33,81,173,200,"[[79.49, 185.49], [71.12, 168.81], [67.52, 149.53], [62.44, 135.78], [53.57, 127.42], [98.31, 135.69], [108.98, 119.07], [116.07, 109.26], [121.92, 101.74], [109.16, 141.25], [124.81, 124.54], [134.53, 114.66], [142.62, 107.22], [115.85, 150.98], [134.25, 138.69], [145.02, 131.61], [153.42, 126.06], [118.82, 163.4], [134.34, 160.52], [144.55, 158.8], [153.33, 157.08]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A333.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A344.jpg,True,2,37,104,174,200,"[[82.3, 203.26], [73.04, 188.33], [68.93, 170.31], [64.54, 156.3], [57.39, 147.28], [98.46, 157.93], [109.61, 141.91], [117.29, 132.32], [123.54, 124.92], [109.68, 163.47], [126.08, 147.97], [135.91, 138.41], [143.74, 131.5], [116.44, 173.06], [134.93, 162.39], [146.04, 155.71], [154.49, 150.53], [119.37, 184.86], [134.62, 183.52], [144.8, 182.25], [153.6, 180.96]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A344.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A345.jpg,True,2,37,104,174,200,"[[82.3, 203.26], [73.04, 188.33], [68.93, 170.31], [64.54, 156.3], [57.39, 147.28], [98.46, 157.93], [109.61, 141.91], [117.29, 132.32], [123.54, 124.92], [109.68, 163.47], [126.08, 147.97], [135.91, 138.41], [143.74, 131.5], [116.44, 173.06], [134.93, 162.39], [146.04, 155.71], [154.49, 150.53], [119.37, 184.86], [134.62, 183.52], [144.8, 182.25], [153.6, 180.96]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A345.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A358 flip.jpg,True,2,20,120,155,200,"[[114.95, 208.8], [123.36, 198.01], [126.0, 183.82], [129.01, 170.69], [135.6, 161.61], [97.55, 172.09], [85.18, 156.22], [77.31, 147.71], [70.85, 140.79], [87.17, 178.34], [71.17, 162.8], [60.61, 153.62], [52.08, 147.07], [82.21, 188.18], [63.72, 178.74], [50.76, 173.91], [40.48, 170.61], [81.54, 199.8], [70.09, 199.05], [64.61, 201.1], [60.41, 203.98]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A358 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A358.jpg,True,2,41,119,177,200,"[[82.48, 208.07], [75.44, 195.32], [71.27, 180.01], [67.28, 168.03], [61.58, 158.49], [102.51, 170.76], [114.01, 155.77], [121.6, 146.64], [128.15, 139.92], [112.82, 177.57], [128.37, 163.59], [138.27, 154.51], [146.72, 148.35], [118.03, 187.81], [136.58, 178.15], [147.87, 172.17], [157.46, 167.72], [119.39, 200.11], [134.76, 198.51], [144.78, 197.45], [153.9, 195.92]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A358.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A359 flip.jpg,True,2,20,120,155,200,"[[114.95, 208.8], [123.36, 198.01], [126.0, 183.82], [129.01, 170.69], [135.6, 161.61], [97.55, 172.09], [85.18, 156.22], [77.31, 147.71], [70.85, 140.79], [87.17, 178.34], [71.17, 162.8], [60.61, 153.62], [52.08, 147.07], [82.21, 188.18], [63.72, 178.74], [50.76, 173.91], [40.48, 170.61], [81.54, 199.8], [70.09, 199.05], [64.61, 201.1], [60.41, 203.98]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A359 flip.jpg,multiple_hands,A,0,unknown
/kaggle/input/bsl-fingerspelling-dataset/train/A/A359.jpg,True,2,41,119,177,200,"[[82.48, 208.07], [75.44, 195.32], [71.27, 180.01], [67.28, 168.03], [61.58, 158.49], [102.51, 170.76], [114.01, 155.77], [121.6, 146.64], [128.15, 139.92], [112.82, 177.57], [128.37, 163.59], [138.27, 154.51], [146.72, 148.35], [118.03, 187.81], [136.58, 178.15], [147.87, 172.17], [157.46, 167.72], [119.39, 200.11], [134.76, 198.51], [144.78, 197.45], [153.9, 195.92]]",/content/BSL_Project/processed_data/hand_crops/A/crop_A359.jpg,multiple_hands,A,0,unknown
